"1","3","8","120","19800","NULL","NULL","NULL","0","2015-02-05 13:30:00","2015-02-09 17:00:00","19.75","NULL","NULL"
"2","1","5","50","20000","NULL","NULL","NULL","0","2015-01-30 09:00:00","2015-02-02 12:40:00","19.75","NULL","NULL"
"3","2","6","36","10000","NULL","NULL","NULL","0","2015-02-02 15:00:00","2015-02-05 10:40:00","11.75","NULL","NULL"
"4","4","5","120","19800","NULL","NULL","NULL","0","2015-02-05 13:30:00","2015-02-09 17:00:00","19.75","NULL","NULL"
"5","5","4","120","19800","NULL","NULL","NULL","0","2015-02-05 13:30:00","2015-02-09 14:25:00","17","NULL","NULL"
"6","6","6","240","82080","NULL","NULL","NULL","0","2015-02-05 13:30:00","2015-02-11 14:18:00","33","NULL","NULL"
"7","11","5","240","82080","NULL","NULL","NULL","0","2015-02-10 15:30:00","2015-02-20 12:00:00","60.5","NULL","NULL"
"8","7","3","120","19440","NULL","NULL","NULL","0","2015-02-09 14:07:00","2015-02-12 13:30:00","23.5","NULL","NULL"
"9","9","7","120","19440","NULL","NULL","NULL","0","2015-02-10 08:00:00","2015-02-12 17:30:00","25.5","NULL","NULL"
"10","10","8","120","19440","NULL","NULL","NULL","0","2015-02-10 15:30:00","2015-02-16 08:00:00","24.5","NULL","NULL"
"11","8","4","120","19440","NULL","NULL","NULL","0","2015-02-10 12:00:00","2015-02-12 14:25:00","18.5","NULL","NULL"
"12","12","6","240","82080","NULL","NULL","NULL","0","2015-02-11 15:08:00","2015-02-20 13:39:00","54.75","NULL","NULL"
"13","18","7","240","82080","NULL","NULL","NULL","0","2015-02-17 13:15:00","2015-02-27 17:00:00","67.75","NULL","NULL"
"14","13","8","120","41040","NULL","NULL","NULL","5","2015-02-20 15:00:00","2015-02-25 13:51:00","28","NULL","NULL"
"15","14","4","60","9720","NULL","NULL","NULL","0","2015-02-24 08:00:00","2015-02-25 17:00:00","17","NULL","NULL"
"16","15","6","60","9720","NULL","NULL","NULL","0","2015-02-24 08:00:00","2015-02-25 09:27:00","9.5","NULL","NULL"
"17","16","5","90","14580","NULL","NULL","NULL","0","2015-02-24 08:00:00","2015-02-26 11:21:00","19.5","NULL","NULL"
"18","17","6","240","38880","NULL","NULL","NULL","0","2015-02-25 09:27:00","2015-02-26 15:25:00","14","NULL","NULL"
"19","19","3","150","23750","NULL","NULL","NULL","6","2015-02-27 12:00:00","2015-03-11 12:03:00","62.25","NULL","NULL"
"20","22","4","240","38000","NULL","NULL","NULL","0","2015-03-03 13:30:00","2015-03-13 17:00:00","59.75","NULL","NULL"
"21","20","7","120","41040","NULL","NULL","NULL","0","2015-03-03 15:56:00","2015-03-11 13:35:00","37.75","NULL","NULL"
"22","21","8","120","41040","NULL","NULL","NULL","4","2015-03-03 16:20:00","2015-03-11 13:14:00","41","NULL","NULL"
"23","23","6","120","19440","NULL","NULL","NULL","1.5","2015-03-12 08:00:00","2015-03-17 14:51:00","32.5","NULL","NULL"
"24","24","7","120","19440","NULL","NULL","NULL","1.5","2015-03-12 08:00:00","2015-03-17 17:10:00","34.75","NULL","NULL"
"25","25","8","120","19440","NULL","NULL","NULL","6","2015-03-12 08:00:00","2015-03-17 09:24:00","31.5","NULL","NULL"
"26","26","5","120","19440","NULL","NULL","NULL","2.5","2015-03-12 12:00:00","2015-03-17 08:59:00","23.5","NULL","NULL"
"27","27","4","120","41040","NULL","NULL","NULL","0","2015-03-17 09:30:00","2015-03-23 09:06:00","31.75","NULL","NULL"
"28","29","5","120","41040","NULL","NULL","NULL","0","2015-03-17 09:30:00","2015-03-25 17:02:00","55.75","NULL","NULL"
"29","28","3","40","6300","NULL","NULL","NULL","0","2015-03-18 16:00:00","2015-03-23 10:44:00","18.75","NULL","NULL"
"30","34","6","120","41040","NULL","NULL","NULL","6","2015-03-20 12:30:00","2015-03-31 04:37:00","54.25","NULL","NULL"
"31","31","3","40","6300","NULL","NULL","NULL","0","2015-03-23 12:00:00","2015-03-26 10:39:00","22.75","NULL","NULL"
"32","30","4","240","38880","NULL","NULL","NULL","0","2015-03-24 08:00:00","2015-03-25 17:02:00","17.25","NULL","NULL"
"33","32","7","120","41040","NULL","NULL","NULL","0","2015-03-24 15:00:00","2015-03-30 15:45:00","32.75","NULL","NULL"
"34","35","8","120","41040","NULL","NULL","NULL","3","2015-03-25 08:00:00","2015-03-31 05:10:00","32.25","NULL","NULL"
"35","36","1","240","38000","NULL","NULL","NULL","0","2015-03-25 08:00:00","2015-03-31 17:00:00","41","NULL","NULL"
"36","37","5","87","29705","NULL","NULL","NULL","0","2015-03-26 08:00:00","2015-04-01 12:00:00","36","NULL","NULL"
"37","33","3","40","6300","NULL","NULL","NULL","0.5","2015-03-26 13:30:00","2015-03-30 16:42:00","19.75","NULL","NULL"
"38","42","4","240","38000","NULL","NULL","NULL","3","2015-03-26 14:00:00","2015-04-08 16:37:00","85.75","NULL","NULL"
"39","38","7","120","41040","NULL","NULL","NULL","0","2015-03-26 12:00:00","2015-04-04 17:00:00","61.25","NULL","NULL"
"40","39","6","120","41040","NULL","NULL","NULL","1.5","2015-04-01 08:00:00","2015-04-07 12:03:00","45.75","NULL","NULL"
"41","40","5","120","41040","NULL","NULL","NULL","2.5","2015-04-01 08:00:00","2015-04-07 10:04:00","44.75","NULL","NULL"
"42","45","8","120","41040","NULL","NULL","NULL","3","2015-04-02 15:00:00","2015-04-09 10:29:00","46.5","NULL","NULL"
"43","43","7","120","9000","NULL","NULL","NULL","3","2015-04-06 13:00:00","2015-04-08 10:00:00","16","NULL","NULL"
"44","46","6","120","9000","NULL","NULL","NULL","1","2015-04-07 10:00:00","2015-04-09 09:56:00","17","NULL","NULL"
"45","44","5","120","9000","NULL","NULL","NULL","1","2015-04-07 10:00:00","2015-04-08 13:15:00","12.5","NULL","NULL"
"46","47","3","120","9000","NULL","NULL","NULL","1","2015-04-08 09:32:00","2015-04-10 16:56:00","24.5","NULL","NULL"
"47","49","7","150","23750","NULL","NULL","NULL","12.5","2015-04-08 10:26:00","2015-04-13 17:00:00","51.25","NULL","NULL"
"48","48","5","60","20520","NULL","NULL","NULL","1","2015-04-08 15:20:00","2015-04-11 14:10:00","24","NULL","NULL"
"49","55","9","65","22194","NULL","NULL","NULL","2","2015-04-11 10:00:00","2015-04-22 16:00:00","40","NULL","NULL"
"50","55","10","65","22194","NULL","NULL","NULL","0.5","2015-04-12 16:00:00","2015-04-23 17:00:00","33.75","NULL","NULL"
"51","50","8","120","38000","NULL","NULL","NULL","4","2015-04-09 12:00:00","2015-04-13 16:04:00","32.25","NULL","NULL"
"52","51","6","120","41040","NULL","NULL","NULL","4","2015-04-10 10:20:00","2015-04-13 17:00:00","26.75","NULL","NULL"
"53","53","3","120","41040","NULL","NULL","NULL","3","2015-04-11 08:00:00","2015-04-21 17:00:00","36","NULL","NULL"
"54","52","5","80","27360","NULL","NULL","NULL","2","2015-04-11 14:00:00","2015-04-20 14:20:00","18.5","NULL","NULL"
"55","52","4","40","13680","NULL","NULL","NULL","1","2015-04-11 12:30:00","2015-04-20 17:00:00","21.5","NULL","NULL"
"56","54","7","120","41040","NULL","NULL","NULL","2","2015-04-20 08:00:00","2015-04-21 17:00:00","19","NULL","NULL"
"57","54","8","120","41040","NULL","NULL","NULL","2","2015-04-20 08:00:00","2015-04-21 13:00:00","15","NULL","NULL"
"58","56","6","150","19000","NULL","NULL","NULL","1","2015-04-20 11:00:00","2015-04-23 13:40:00","27.75","NULL","NULL"
