"78","off","1","2014-12-10 00:00:00","1"
"79","off","1","2014-12-20 00:00:00","1"
"80","off","1","2014-12-27 00:00:00","1"
"81","off","1","2014-12-29 00:00:00","1"
"82","off","1","2014-12-30 00:00:00","1"
"83","off","1","2014-12-31 00:00:00","1"
"84","off","1","2015-01-01 00:00:00","1"
"85","off","1","2015-01-02 00:00:00","1"
"86","off","1","2015-01-03 00:00:00","1"
"87","off","1","2015-01-10 00:00:00","1"
"88","off","1","2015-01-17 00:00:00","1"
"89","off","1","2015-01-24 00:00:00","1"
"90","off","1","2015-02-03 00:00:00","1"
"91","off","1","2015-02-07 00:00:00","1"
"92","off","1","2015-02-14 00:00:00","1"
"93","off","1","2015-02-21 00:00:00","1"
"94","off","1","2015-02-28 00:00:00","1"
"95","off","1","2015-03-07 00:00:00","1"
"96","off","1","2015-03-09 00:00:00","1"
"97","off","1","2015-03-14 00:00:00","1"
"98","off","1","2015-03-21 00:00:00","1"
"99","off","1","2015-03-28 00:00:00","1"
"100","off","1","2015-04-14 00:00:00","1"
"101","off","1","2015-04-15 00:00:00","1"
"102","off","1","2015-04-16 00:00:00","1"
"103","off","1","2015-04-17 00:00:00","1"
"104","off","1","2015-04-18 00:00:00","1"
